abstract,authors,n_citation,references,title,venue,year,id
"A heterogeneous arrival and service single server queueing loss model is analyzed. The arrival process of customers is assumed to be a nonstationary Poisson process with an intensity function whose evolution is governed by a two-state continuous time Markov chain. Different service distributions for different types of customers are allowed. The explicit loss formula for the model considered is obtained. In a special case, it is shown that as the arrival process becomes more regular the loss decreases. For single server loss systems with renewal arrivals, counterexamples are given to show that regularity of arrival and service distributions do not work to good effect in general. Two sufficient conditions for it to be true are given.",['Shun-Chen Niu'],7,['0999745c-c2d4-4468-bcd1-3999b53db2b3'],A Single Server Queueing Loss Model with Heterogeneous Arrival and Service,Operations Research,1980,bea3a4d1-84a4-44ed-b342-0f960a766287
"Abstract#R##N##R##N#The journal literature on a subject area in psychology—operant conditioning—as indexed in the 1978 issues of Psychological Abstracts (PA) and Index Medicus (IM) is compared. Considerable overlap is found for this subject in the coverage of journal titles by the two indexing tools, but use of both is necessary to assure a comprehensive search. The extent of overlap corresponds closely with the findings of the Bearman-Kunberger overlap study. Considerable differences between PA and IM in their recency of coverage of the literature are found. Core journals for articles on operant conditioning are identified. Scattering of the articles among journal titles is found to conform to Bradford's law.",['Topsy N. Smalley'],50,[],Comparing Psychological abstracts and Index medicus For coverage of the journal literature in a subject area in psychology,Journal of The American Society for Information Science,1980,5444b1c9-1077-4f52-996b-90932a19016d
,['Fritz Merkle'],0,[],Optische Zeichenerkennung mit kohärenter Komponentenfilterung,,1980,f057581d-bf7c-4a28-b588-a10c3297c470
"A simplified combination speech codec (coder/ decoder) and filter structure is described. It uses adaptive delta modulation followed by digital processing to produce a filtered log-PCM representation of a speech signal. The simplification results from combining the delta modulation step-size expansion, integration and low-pass filtering into one operation. All multiplications are eliminated and replaced by one-bit shift-and-add operations. The resulting structure is amenable to a single chip implementation using conventional, all-digital technologies while satisfying established filter standards.","['Michael J. McLane', 'James L. Melsa', 'David L. Cohn']",0,[],A single chip speech codec and filter,"international conference on acoustics, speech, and signal processing",1980,f05816c9-5a89-4328-bd0d-06673ab3c300
"In this paper the concept of very strict Hurwitz polynomials which find applications in the design of stable two-dimensional digital filters, is extended to three and higher dimensions and the properties of such polynomials are discussed. A testing procedure to check whether a given multi-variable polynomial is a very strict Hurwitz polynomial or not is developed. Application of this concept in the design of n-dimensional digital filters without non-essential singularities of the second kind is then considered. It is shown that the concept of minimum reactive and susceptive, strict positive real functions in several variables is quite useful in the generation and testing of these filters. Such a positive real function is defined and its properties outlined. The application of transformation method to generate 3-dimensional filters from one - and two - dimensional filters is discussed.","['C.H. Reddy', 'P.K. Rajan', 'M. Swamy']",50,[],Studies on N-dimensional filter transfer functions without second kind singularities,"international conference on acoustics, speech, and signal processing",1980,85e2c7e5-72d2-468f-9415-33bbc4f51e56
"Abstract#R##N##R##N#Broadcasting refers to the process of message dissemination in a communication network whereby a message, originated by one member, becomes known to all members. Line broadcasting assumes that members may “switch-through” any number of calls during a time unit. An algorithm is presented which produces a calling schedule completing line broadcasting in minimum time from any member of any tree. A discussion of three types of broadcasting and their associated minimum time networks is included.",['Arthur M. Farley'],46,"['eb91b99f-8123-4737-9cc2-7a266cd54d18', 'f2de9c30-cede-4b6d-8d8b-94867991efad']",Minimum‐time line broadcast networks,Networks,1980,cd2937a1-9d4b-4c58-b668-ccfddabbad4e
"This paper discusses the main shortcomings of existing software test pattern generation systems and describes the development of a new system. The new system will be developed in two phases. The first phase is called the scan-in/scan-out test generation sub-system. This sub-system will be used for testing designs which have 100% scan-in/scan-out (reading or writing of every register from external world is possible). The second phase will include the development of efficient general functional models. The test generation system to be developed in the first phase will be updated to incorporate the capability of handling such models. The functional models include general-combinational, register, counter, ROM, RAM, and microprocessor. In this paper, only, an outline of some of the distinct features of the system will be described.",['Yacoub M. El-Ziq'],0,"['1d653209-8cda-435b-802c-d0af29acd57d', '474b1b72-6b0f-4e2d-9d83-a08802e8b2ea', '4f5b7c71-bc17-4cb7-a31c-7a2c344615f4', '6fe045b6-6860-4f08-ae6f-7ee2b529508b', '8a5ce736-0f28-4a88-898e-c07c29e91f48']",A New Test Pattern Generation System,design automation conference,1980,ad5ba08d-d9c6-4828-84b2-6dbc523e699c
"A quasi-Newton method for unconstrained minimization is presented, which uses a Cholesky factorization of an approximation to the Hessian matrix. In each step a new row and column of this approximation matrix is determined and its Cholesky factorization is updated. This reduces storage requirements and simplifies the calculation of the search direction. Precautions are taken to hold the approximation matrix positive definite. It is shown that under usual conditions the method converges superlinearly or evenn-step quadratic.",['Jürgen Bräuninger'],50,['a923f85f-58a5-48b0-8541-16bddef96783'],A quasi-Newton method with Cholesky factorization,Computing,1980,3b9f2ef9-2ac4-4132-848c-9aad8132e385
"Stringent requirements concerning vocabulary size, cost and speech quality were imposed on the voice response system for a low cost consumer product. In order to satisfy these requirements a one chip speech synthesizer based on the technique of linear prediction was designed. This PMOS synthesizer circuit contains a pipelined multiplier, an adder, and several shift registers contained in a special purpose processing architecture. Combined with the proper computational ordering, this allows an efficient implementation of the all-pole lattice filter. The synthesizer input is a bit stream specifying the parameters of energy, pitch and 10 reflection coefficients.",['Richard H. Wiggins'],50,[],An integrated circuit for speech synthesis,"international conference on acoustics, speech, and signal processing",1980,88c7ed69-5492-4a8d-9158-ef7283e952e8
"Although much has been written about the centralization versus decentralization of information services, relatively little is known about how the structure of an organization influences the level of centralization or decentralization. This paper presents the results of a study which examined the organizational context of the information services function. The authors attempted to identify those organizational characteristics that are associated with the structure of the information services function. It was found that the organizational environment does not have an influence upon the level of decentralization of information services. Few organizational characteristics, however, ere found to influence the structure of information services consistently across all organizations. Further research relating organizational form to its impact on information services is suggested.","['Margrethe H. Olson', 'Norman L. Chervany']",77,[],The relationship between organizational characteristics and the structure of the information services function,Management Information Systems Quarterly,1980,9c70c6ff-3f99-49ab-b275-3ac9e4eb44cc
,"['Shuji Tsukiyama', 'Isao Shirakawa', 'Hiroshi Ozaki', 'Hiromu Ariyoshi']",109,[],An Algorithm to Enumerate All Cutsets of a Graph in Linear Time per Cutset,Journal of the ACM,1980,ee75a6b9-1370-42a8-bf38-33f61e210d1c
,['Mansour Eslami'],0,,"Review of ""Introduction to System Sensitivity Theory"" by Paul M. Frank.",systems man and cybernetics,1980,37ba5a66-3d29-4e30-af61-78fe0d07220f
"We report on the initial development of a phonetic vocoder operating at 100 b/s. With each phoneme, the vocoder transmits the duration and a single pitch value. The synthesizer uses a large inventory of diphone templates to synthesize a desired phoneme string. To determine a phoneme string from input speech, the analyzer takes into account the synthesis model by using the same inventory of diphone templates, augmented by additional diphone templates to account for alternate pronunciations. The phoneme string is chosen to minimize the difference between the diphone templates and the input speech according to a distance measure.","['Richard M. Schwartz', 'John W. Klovstad', 'John Makhoul', 'John Sorensen']",49,"['33cf81bd-51f6-482f-8cdf-8b1a1c7def28', 'f17b5dd0-1ef2-4307-924e-01f957cb8850']",A preliminary design of a phonetic vocoder based on a diphone model,"international conference on acoustics, speech, and signal processing",1980,7cf5c530-51db-4dc6-968e-713b3a71bd8c
